ID,Dictionary
0,2-way SLI Capable
1,4-way CrossFire Capable
2,3-way CrossFire Capable
3,2-way CrossFire Capable
4,3-way SLI Capable
5,4-way SLI Capable
7,CrossFire Capable
8,2-Way SLI Capable
9,3-Way SLI Capable
10,4-Way SLI Capable
