ID,Dictionary
0,Zen 3
1,Zen 2
2,Comet Lake
3,Rocket Lake
4,Zen+
5,Coffee Lake Refresh
6,Zen
7,Coffee Lake
8,Kaby Lake
9,Wolfdale
10,Skylake
11,Haswell Refresh
12,Cascade Lake
13,Excavator
14,Ivy Bridge
15,Piledriver
16,Haswell
17,Sandy Bridge
18,Broadwell
19,K10
20,Core
21,Jaguar
22,Nehalem
23,Steamroller
24,Yorkfield
25,Bulldozer
26,Westmere
27,Lynx
28,Puma+
