ID,Dictionary
0,Amazon
1,B&H
2,Best Buy
3,Adorama
4,Newegg
5,NZXT
6,Corsair
7,Walmart
8,Newegg Sellers
9,ASUS
10,Razer
11,ModMyMods
12,MemoryC
13,Dell
14,Monoprice
15,EVGA
16,Other World Computing
17,Dell Technologies
18,Western Digital
19,Lenovo
20,Samsung
21,HP
22,Abt
