PID,ProductType,ProductName,Manufacturer,Part #,Color
167,Motherboard,Asus ROG MAXIMUS XII HERO (WI-FI) ATX LGA1200 Motherboard (ROG MAXIMUS XII HERO (WI-FI)),0,"ROG MAXIMUS XII HERO (WI-FI)
90MB12R0-M0EAY0
MAXIMUS XII HERO (WI-FI)",1
168,Motherboard,MSI B560M PRO Micro ATX LGA1200 Motherboard (B560M PRO),1,"B560M PRO
7D20-001R",1
169,Motherboard,MSI A320M-A PRO MAX Micro ATX AM4 Motherboard (A320M-A PRO MAX),1,"A320M-A PRO MAX
7C52-004R",1
170,Motherboard,Gigabyte Z590 AORUS MASTER ATX LGA1200 Motherboard (Z590 AORUS MASTER),3,"Z590 AORUS MASTER
GA-Z590-AORUS-MASTER",1
171,Motherboard,ASRock X570 Taichi ATX AM4 Motherboard (X570 Taichi),2,"X570 Taichi
90-MXBA83-A0UAYZ
90-MXBA80-A0UAYZ",2
172,Motherboard,Gigabyte B550M AORUS PRO Micro ATX AM4 Motherboard (B550M AORUS PRO),3,B550M AORUS PRO,2
173,Motherboard,ASRock B550M Phantom Gaming 4 Micro ATX AM4 Motherboard (B550M Phantom Gaming 4),2,"B550M Phantom Gaming 4
90-MXBE90-A0UAYZ",1
174,Motherboard,Asus TUF GAMING B550M-PLUS Micro ATX AM4 Motherboard (TUF GAMING B550M-PLUS),0,"TUF GAMING B550M-PLUS
90MB14A0-M0EAY0",1
175,Motherboard,ASRock X570M Pro4 Micro ATX AM4 Motherboard (X570M Pro4),2,"X570M Pro4
90-MXBAS0-A0UAYZ",2
176,Motherboard,ASRock B550 Steel Legend ATX AM4 Motherboard (B550 Steel Legend),2,B550 Steel Legend,4
177,Motherboard,Asus TUF Z390-PLUS GAMING (WI-FI) ATX LGA1151 Motherboard (TUF Z390-PLUS GAMING (WI-FI)),0,"TUF Z390-PLUS GAMING (WI-FI)
90MB0Z90-M0EAY0",0
178,Motherboard,Gigabyte TRX40 AORUS XTREME XL ATX sTRX4 Motherboard (TRX40 AORUS XTREME),3,TRX40 AORUS XTREME,2
179,Motherboard,MSI B460M-A PRO Micro ATX LGA1200 Motherboard (B460M-A PRO),1,"B460M-A PRO
7C88-002R",1
180,Motherboard,Gigabyte B450M DS3H WIFI Micro ATX AM4 Motherboard (B450M DS3H WIFI),3,B450M DS3H WIFI,5
181,Motherboard,Asus ROG STRIX TRX40-XE GAMING ATX sTRX4 Motherboard (ROG STRIX TRX40-XE GAMING),0,ROG STRIX TRX40-XE GAMING,1
182,Motherboard,ASRock A320M-HDV R4.0 Micro ATX AM4 Motherboard (A320M-HDV R4.0),2,"A320M-HDV R4.0
90-MXB9L0-A0UAYZ",3
183,Motherboard,Gigabyte Z390 GAMING X ATX LGA1151 Motherboard (Z390 GAMING X),3,"Z390 GAMING X
GA-Z390-GAMING-X",8
184,Motherboard,MSI X570-A PRO ATX AM4 Motherboard (X570-A PRO),1,"X570-A PRO
7C37-003R",2
185,Motherboard,Asus Prime A320I-K Mini ITX AM4 Motherboard (Prime A320I-K),0,Prime A320I-K,1
186,Motherboard,ASRock A520M-ITX/ac Mini ITX AM4 Motherboard (A520M-ITX/ac),2,"A520M-ITX/ac
90-MXBDG0-A0UAYZ",2
187,Motherboard,MSI MPG Z590 GAMING CARBON WIFI ATX LGA1200 Motherboard (MPG Z590 GAMING CARBON WIFI),1,"MPG Z590 GAMING CARBON WIFI
7D06-001R",1
188,Motherboard,Gigabyte B550M AORUS ELITE Micro ATX AM4 Motherboard (B550M AORUS ELITE),3,B550M AORUS ELITE,10
189,Motherboard,Asus PRIME Z490-A ATX LGA1200 Motherboard (PRIME Z490-A),0,"PRIME Z490-A
90MB1390-M0EAY0",2
190,Motherboard,Asus PRIME Z590M-PLUS Micro ATX LGA1200 Motherboard (PRIME Z590M-PLUS),0,"PRIME Z590M-PLUS
90MB1690-M0EAY0",4
191,Motherboard,ASRock A520M-HDV Micro ATX AM4 Motherboard (A520M-HDV),2,"A520M-HDV
90-MXBE50-A0UAYZ",2
192,Motherboard,MSI MAG B560M MORTAR WIFI Micro ATX LGA1200 Motherboard (MAG B560M MORTAR WIFI),1,"MAG B560M MORTAR WIFI
7D17-001R",3
193,Motherboard,Gigabyte B550 AORUS MASTER ATX AM4 Motherboard (B550 AORUS MASTER),3,"B550 AORUS MASTER
GAB55AMST-00-GA",2
194,Motherboard,Asus ROG STRIX Z490-I GAMING Mini ITX LGA1200 Motherboard (ROG STRIX Z490-I GAMING),0,"ROG STRIX Z490-I GAMING
90MB13A0-M0EAY0",1
195,Motherboard,Gigabyte H310M S2P Micro ATX LGA1151 Motherboard (H310M S2P),3,H310M S2P,14
196,Motherboard,Asus TUF GAMING B560-PLUS WIFI ATX LGA1200 Motherboard (TUF GAMING B560-PLUS WIFI),0,"TUF GAMING B560-PLUS WIFI
90MB1740-M0EAY0",1
197,Motherboard,MSI MPG Z590 GAMING PLUS ATX LGA1200 Motherboard (MPG Z590 GAMING PLUS),1,"MPG Z590 GAMING PLUS
7D07-002R",1
198,Motherboard,Asus ROG Crosshair VIII Impact Mini DTX AM4 Motherboard (ROG Crosshair VIII Impact),0,"ROG Crosshair VIII Impact
Crosshair VIII Impact
90MB11Q0-M0EAY0",1
199,Motherboard,Asus ROG MAXIMUS XII EXTREME EATX LGA1200 Motherboard (ROG MAXIMUS XII EXTREME),0,"ROG MAXIMUS XII EXTREME
MAXIMUS XII EXTREME
90MB12J0-M0EAY0",1
200,Motherboard,Asus PRIME B365M-A Micro ATX LGA1151 Motherboard (PRIME B365M-A),0,"PRIME B365M-A
PRIME-B365M-A
90MB10N0-M0EAY0",2
201,Motherboard,MSI MAG B460 TOMAHAWK ATX LGA1200 Motherboard (MAG B460 TOMAHAWK),1,"MAG B460 TOMAHAWK
7C81-003R",2
202,Motherboard,ASRock B550M-HDV Micro ATX AM4 Motherboard (B550M-HDV),2,"B550M-HDV
90-MXBDJ0-A0UAYZ",1
203,Motherboard,MSI A520M-A PRO Micro ATX AM4 Motherboard (A520M-A PRO),1,A520M-A PRO,1
204,Motherboard,Gigabyte Z590I VISION D Mini ITX LGA1200 Motherboard (Z590I VISION D),3,Z590I VISION D,3
205,Motherboard,MSI B450M-A PRO MAX Micro ATX AM4 Motherboard (B450M-A PRO MAX),1,"B450M-A PRO MAX
7C52-001R",1
206,Motherboard,Asus Prime X470-Pro ATX AM4 Motherboard (Prime X470-Pro),0,"Prime X470-Pro
90MB0XG0-M0EAY0",3
207,Motherboard,Gigabyte H410M S2H Micro ATX LGA1200 Motherboard (H410M S2H),3,"H410M S2H
GAH41MS2H-00-G
GA-H410M-S2H",2
208,Motherboard,Asus PRIME B550M-K Micro ATX AM4 Motherboard (PRIME B550M-K),0,"PRIME B550M-K
90MB14V0-M0EAY0",3
209,Motherboard,MSI B450 TOMAHAWK ATX AM4 Motherboard (B450 TOMAHAWK),1,"B450 TOMAHAWK
7C02-002R",2
210,Motherboard,Gigabyte A520M DS3H Micro ATX AM4 Motherboard (GA-A520M-DS3H),3,"GA-A520M-DS3H
A520M DS3H",1
211,Motherboard,ASRock B560M-ITX/ac Mini ITX LGA1200 Motherboard (B560M-ITX/ac),2,"B560M-ITX/ac
90-MXBEZ0-A0UAYZ",4
212,Motherboard,Asus ROG Maximus XIII Extreme EATX LGA1200 Motherboard (ROG Maximus XIII Extreme),0,"ROG Maximus XIII Extreme
90MB15S0-M0EAY0",4
213,Motherboard,ASRock B460M Steel Legend Micro ATX LGA1200 Motherboard (B460M Steel Legend),2,"B460M Steel Legend
90-MXBDQ0-A0UAYZ",2
214,Motherboard,Gigabyte Z490 AORUS ELITE AC ATX LGA1200 Motherboard (Z490 AORUS ELITE AC),3,"Z490 AORUS ELITE AC
GMZ49ELTA-00-G",2
215,Motherboard,Gigabyte TRX40 AORUS PRO WIFI ATX sTRX4 Motherboard (TRX40 AORUS PRO WIFI),3,TRX40 AORUS PRO WIFI,10
216,Motherboard,ASRock B365M Phantom Gaming 4 Micro ATX LGA1151 Motherboard (B365M Phantom Gaming 4),2,"B365M Phantom Gaming 4
90-MXB9W0-A0UAYZ",8
217,Motherboard,Asus ROG MAXIMUS XI HERO (WI-FI) ATX LGA1151 Motherboard (ROG MAXIMUS XI HERO (WI-FI)),0,"ROG MAXIMUS XI HERO (WI-FI)
90MB0XR0-M0EAY0",1
218,Motherboard,Supermicro MBD-X10DAX EATX Dual-CPU LGA2011-3 Motherboard (MBD-X10DAX),5,MBD-X10DAX,15
219,Motherboard,MSI B550M PRO Micro ATX AM4 Motherboard (B550M PRO),1,B550M PRO,1
220,Motherboard,Asus PRIME B450M-A/CSM Micro ATX AM4 Motherboard (PRIME B450M-A/CSM),0,PRIME B450M-A/CSM,2
221,Motherboard,Gigabyte Z590I AORUS ULTRA Mini ITX LGA1200 Motherboard (Z590I AORUS ULTRA),3,Z590I AORUS ULTRA,1
222,Motherboard,Asus PRIME H410M-K Micro ATX LGA1200 Motherboard (PRIME H410M-K),0,"PRIME H410M-K
90MB13I0-M0EAY0",1
223,Motherboard,Asus PRIME B360M-A Micro ATX LGA1151 Motherboard (PRIME B360M-A),0,"PRIME B360M-A
90MB0WQ0-M0EAY0",4
224,Motherboard,MSI MAG Z590 TOMAHAWK WIFI ATX LGA1200 Motherboard (MAG Z590 TOMAHAWK WIFI),1,"MAG Z590 TOMAHAWK WIFI
7D08-001R",1
225,Motherboard,Asus PRIME B450M-A Micro ATX AM4 Motherboard (PRIME B450M-A),0,"PRIME B450M-A
90MB0YR0-M0EAY0",1
226,Motherboard,ASRock H570M Pro4 Micro ATX LGA1200 Motherboard (H570M Pro4),2,"H570M Pro4
90-MXBFR0-A0UAYZ",4
227,Motherboard,ASRock H310CM-HDV/M.2 Micro ATX LGA1151 Motherboard (H310CM-HDV/M.2),2,H310CM-HDV/M.2,1
228,Motherboard,Asus ROG Rampage VI Extreme Encore EATX LGA2066 Motherboard (ROG Rampage VI Extreme Encore),0,"ROG Rampage VI Extreme Encore
Rampage VI Extreme Encore
90MB11K0-M0EAY0",2
229,Motherboard,NZXT N7 Z490 ATX LGA1200 Motherboard (N7-Z49XT-B1),4,N7-Z49XT-B1,1
230,Motherboard,Asus Strix B550-XE Gaming WiFi ATX AM4 Motherboard (Strix B550-XE Gaming WiFi),0,"Strix B550-XE Gaming WiFi
ROG STRIX B550-XE GAMING WIFI
90MB17B0-M0EAY0",1
231,Motherboard,Asus PRIME H510M-E Micro ATX LGA1200 Motherboard (PRIME H510M-E),0,"PRIME H510M-E
90MB17E0-M0EAY0",4
232,Motherboard,Gigabyte Z590 AORUS ELITE ATX LGA1200 Motherboard (Z590 AORUS ELITE),3,Z590 AORUS ELITE,1
233,Motherboard,Asus ROG STRIX Z370-E GAMING ATX LGA1151 Motherboard (Strix Z370-E Gaming),0,"Strix Z370-E Gaming
ROG STRIX Z370-E GAMING
90MB0V40-M0EAY0",2
234,Motherboard,Asus PRIME B460-PLUS ATX LGA1200 Motherboard (PRIME B460-PLUS),0,PRIME B460-PLUS,4
235,Motherboard,Gigabyte Z590 AORUS PRO AX ATX LGA1200 Motherboard (Z590 AORUS PRO AX),3,Z590 AORUS PRO AX,1
236,Motherboard,ASRock B450 Pro4 R2.0 ATX AM4 Motherboard (B450 PRO4 R2.0),2,"B450 PRO4 R2.0
90-MXBEE0-A0UAYZ",1
237,Motherboard,ASRock 970 Pro3 R2.0 ATX AM3+ Motherboard (970 PRO3 R2.0),2,970 PRO3 R2.0,5
238,Motherboard,ASRock H510M-HDV/M.2 Micro ATX LGA1200 Motherboard (H510M-HDV/M.2),2,"H510M-HDV/M.2
90-MXBFT0-A0UAYZ",4
239,Motherboard,MSI MPG Z590 GAMING EDGE WIFI ATX LGA1200 Motherboard (MPG Z590 GAMING EDGE WIFI),1,"MPG Z590 GAMING EDGE WIFI
7D07-001R",1
240,Motherboard,Gigabyte Z390 AORUS PRO ATX LGA1151 Motherboard (Z390 AORUS PRO),3,"Z390 AORUS PRO
GA-Z390-AORUS-PRO",2
241,Motherboard,Gigabyte B550 GAMING X V2 ATX AM4 Motherboard (B550 GAMING X V2),3,B550 GAMING X V2,1
242,Motherboard,Asus PRIME B450-PLUS ATX AM4 Motherboard (PRIME B450-PLUS),0,"PRIME B450-PLUS
90MB0YN0-M0EAY0",2
243,Motherboard,ASRock X570 Steel Legend ATX AM4 Motherboard (X570 Steel Legend),2,"X570 Steel Legend
90-MXBAR0-A0UAYZ",2
244,Motherboard,Gigabyte B560 AORUS PRO AX ATX LGA1200 Motherboard (B560 AORUS PRO AX),3,"B560 AORUS PRO AX
B560 AORUS PRO AX Rev.1.0
GA-B560-AORUS-PRO-AX",1
245,Motherboard,ASRock B360 Pro4 ATX LGA1151 Motherboard (B360 Pro4),2,"B360 Pro4
90-MXB6V0-A0UAYZ",2
246,Motherboard,MSI B550M-A PRO Micro ATX AM4 Motherboard (B550M-A PRO),1,B550M-A PRO,1
247,Motherboard,MSI MAG B560M BAZOOKA Micro ATX LGA1200 Motherboard (MAG B560M BAZOOKA),1,"MAG B560M BAZOOKA
7D18-003R",16
248,Motherboard,Asus PRIME Z270-A ATX LGA1151 Motherboard (PRIME Z270-A),0,"PRIME Z270-A
90MB0RU0-M0EAY0",3
249,Motherboard,ASRock Z390 Pro4 ATX LGA1151 Motherboard (Z390 Pro4),2,Z390 Pro4,2
250,Motherboard,ASRock B450M Pro4-F Micro ATX AM4 Motherboard (B450M Pro4-F),2,"B450M Pro4-F
90-MXBAB0-A0UAYZ",2
251,Motherboard,Gigabyte TRX40 AORUS MASTER EATX sTRX4 Motherboard (TRX40 AORUS MASTER),3,TRX40 AORUS MASTER,2
252,Motherboard,MSI MPG Z490 GAMING CARBON WIFI ATX LGA1200 Motherboard (MPG Z490 GAMING CARBON WIFI),1,"MPG Z490 GAMING CARBON WIFI
7C73-001R",2
253,Motherboard,MSI MAG B560 TORPEDO ATX LGA1200 Motherboard (MAG B560 TORPEDO),1,"MAG B560 TORPEDO
7D15-007R",17
254,Motherboard,NZXT N7 Z490 ATX LGA1200 Motherboard (N7-Z49XT-W1),4,N7-Z49XT-W1,7
255,Motherboard,Asus ROG MAXIMUS XII FORMULA ATX LGA1200 Motherboard (ROG MAXIMUS XII FORMULA),0,"ROG MAXIMUS XII FORMULA
MAXIMUS XII FORMULA
90MB1370-M0EAY0",1
256,Motherboard,Gigabyte B560M AORUS PRO AX Micro ATX LGA1200 Motherboard (B560M AORUS PRO AX),3,B560M AORUS PRO AX,2
257,Motherboard,MSI H410M-A PRO Micro ATX LGA1200 Motherboard (H410M-A PRO),1,"H410M-A PRO
7C89-008R",2
258,Motherboard,Asus ROG STRIX Z490-G GAMING (WI-FI) Micro ATX LGA1200 Motherboard (ROG STRIX Z490-G GAMING (WI-FI)),0,"ROG STRIX Z490-G GAMING (WI-FI)
90MB1300-M0EAY0",1
259,Motherboard,MSI MEG Z590 GODLIKE EATX LGA1200 Motherboard (MEG Z590 GODLIKE),1,"MEG Z590 GODLIKE
7D03-002R",2
260,Motherboard,Gigabyte B560M DS3H AC Micro ATX LGA1200 Motherboard (B560M DS3H AC),3,B560M DS3H AC,1
261,Motherboard,Asus Prime Z590-P WiFi ATX LGA1200 Motherboard (Prime Z590-P WiFi),0,"Prime Z590-P WiFi
90MB1810-M0AAY0
90MB1810-M0EAY1
90MB1810-M0EAY0",2
262,Motherboard,MSI Z97-GAMING 5 ATX LGA1150 Motherboard (Z97-GAMING 5),1,Z97-GAMING 5,8
263,Motherboard,Gigabyte B450 AORUS PRO ATX AM4 Motherboard (B450 AORUS PRO),3,"B450 AORUS PRO
GA-B450-AORUS-PRO",2
264,Motherboard,MSI MAG B365M MORTAR Micro ATX LGA1151 Motherboard (MAG B365M MORTAR),1,"MAG B365M MORTAR
7C67-001R
B365M MORTAR",1
265,Motherboard,ASRock H570 Phantom Gaming 4 ATX LGA1200 Motherboard (H570 Phantom Gaming 4),2,"H570 Phantom Gaming 4
90-MXBFX0-A0UAYZ",4
266,Motherboard,ASRock Fatal1ty H370 Performance ATX LGA1151 Motherboard (H370 Performance),2,"H370 Performance
90-MXB6X0-A0UAYZ",1
267,Motherboard,MSI H410M PRO Micro ATX LGA1200 Motherboard (H410M PRO),1,"H410M PRO
7C89-007R",2
268,Motherboard,MSI MEG B550 UNIFY ATX AM4 Motherboard (MEG B550 UNIFY),1,"MEG B550 UNIFY
7D13-002R",2
269,Motherboard,Biostar A320MH Micro ATX AM4 Motherboard (A320MH),6,A320MH,18
270,Motherboard,Asus ROG Strix X299-E Gaming II ATX LGA2066 Motherboard (X299-E Gaming II),0,"X299-E Gaming II
ROG Strix X299-E Gaming II
90MB11A0-M0EAY0",1
271,Motherboard,Gigabyte B550M DS3H AC Micro ATX AM4 Motherboard (B550M DS3H AC),3,B550M DS3H AC,1
272,Motherboard,MSI MEG X399 CREATION EATX sTR4 Motherboard (MEG X399 CREATION),1,"MEG X399 CREATION
X399CREATION
7B92-001R",2
273,Motherboard,ASRock X399 Phantom Gaming 6 ATX sTR4 Motherboard (X399 Phantom Gaming 6),2,"X399 Phantom Gaming 6
90-MXB9B0-A0UAYZ",2
274,Motherboard,NZXT N7 Z590 ATX LGA1200 Motherboard (N7-Z59XT-B1),4,N7-Z59XT-B1,1
275,Motherboard,Asus PRIME Z490-P ATX LGA1200 Motherboard (PRIME Z490-P),0,"PRIME Z490-P
90MB12V0-M0EAY0",2
276,Motherboard,Asus PRIME H310M-E R2.0 Micro ATX LGA1151 Motherboard (PRIME H310M-E R2.0),0,"PRIME H310M-E R2.0
90MB0Z20-M0EAY0",1
277,Motherboard,Asus PRIME B550M-A/CSM Micro ATX AM4 Motherboard (PRIME B550M-A/CSM),0,PRIME B550M-A/CSM,3
278,Motherboard,MSI MEG X570 GODLIKE EATX AM4 Motherboard (MEG X570 GODLIKE),1,"MEG X570 GODLIKE
7C34-002R
911-7C34-002
X570GODLIKE",1
279,Motherboard,MSI B450I GAMING PLUS AC Mini ITX AM4 Motherboard (B450I GAMING PLUS AC),1,"B450I GAMING PLUS AC
7A40-004R",8
280,Motherboard,Asus ProArt B550-CREATOR ATX AM4 Motherboard (ProArt B550-CREATOR),0,"ProArt B550-CREATOR
90MB17L0-M0EAY0",1
281,Motherboard,Gigabyte B450M S2H Micro ATX AM4 Motherboard (B450M S2H),3,"B450M S2H
GA-B450M-S2H",1
282,Motherboard,Asus TUF B450M-PRO GAMING Micro ATX AM4 Motherboard (TUF B450M-PRO GAMING),0,"TUF B450M-PRO GAMING
B450M-PRO GAMING
90MB10A0-M0EAY0",1
283,Motherboard,ASRock TRX40 Creator ATX sTRX4 Motherboard (TRX40 Creator),2,"TRX40 Creator
90-MXBB70-A0UAYZ",2
284,Motherboard,Gigabyte H510M H Micro ATX LGA1200 Motherboard (H510M H),3,H510M H,1
285,Motherboard,Asus ROG MAXIMUS XI FORMULA ATX LGA1151 Motherboard (ROG MAXIMUS XI FORMULA),0,"ROG MAXIMUS XI FORMULA
90MB0XU0-M0EAY0",1
286,Motherboard,Asus TUF GAMING B460M-PLUS (WI-FI) Micro ATX LGA1200 Motherboard (TUF GAMING B460M-PLUS (WI-FI)),0,"TUF GAMING B460M-PLUS (WI-FI)
90MB1440-M0EAY0",0
287,Motherboard,MSI PRESTIGE X570 CREATION EATX AM4 Motherboard (PRESTIGE X570 CREATION),1,"PRESTIGE X570 CREATION
7C36-002R
911-7C36-002
X570CREATION",2
288,Motherboard,ASRock B365M-HDV Micro ATX LGA1151 Motherboard (B365M-HDV),2,"B365M-HDV
90-MXB9R0-A0UAYZ",2
289,Motherboard,ASRock H510M-HVS Micro ATX LGA1200 Motherboard (H510M-HVS),2,"H510M-HVS
90-MXBG30-A0UAYZ",4
290,Motherboard,Asus PRIME A320M-A Micro ATX AM4 Motherboard (PRIME A320M-A),0,"PRIME A320M-A
90MB0VA0-M0EAY0",11
291,Motherboard,Asus TUF GAMING Z590-PLUS ATX LGA1200 Motherboard (TUF GAMING Z590-PLUS),0,"TUF GAMING Z590-PLUS
90MB16B0-M0EAY0",4
292,Motherboard,ASRock H510M-HDV Micro ATX LGA1200 Motherboard (H510M-HDV),2,"H510M-HDV
90-MXBG20-A0UAYZ",4
293,Motherboard,Gigabyte X570 AORUS PRO ATX AM4 Motherboard (X570 AORUS PRO),3,X570 AORUS PRO,2
294,Motherboard,ASRock Z590M-ITX/ax Mini ITX LGA1200 Motherboard (Z590M-ITX/ax),2,"Z590M-ITX/ax
90-MXBET0-A0UAYZ",4
295,Motherboard,MSI MAG B460M MORTAR WIFI Micro ATX LGA1200 Motherboard (MAG B460M MORTAR WIFI),1,"MAG B460M MORTAR WIFI
7C82-004R",4
296,Motherboard,MSI MEG Z490I UNIFY Mini ITX LGA1200 Motherboard (MEG Z490I UNIFY),1,"MEG Z490I UNIFY
7C77-007R
MPG Z490I UNIFY",2
297,Motherboard,MSI H310M PRO-VDH PLUS Micro ATX LGA1151 Motherboard (H310M PRO-VDH PLUS),1,"H310M PRO-VDH PLUS
H310MPROVDHP
7C09-001R",1
298,Motherboard,Asus STRIX B350-F GAMING ATX AM4 Motherboard (STRIX B350-F GAMING),0,"STRIX B350-F GAMING
ROG STRIX B350-F GAMING
90MB0UJ0-M0EAY0
90MB0UJ0-M0AAY0",1
299,Motherboard,Gigabyte Z390 AORUS ELITE ATX LGA1151 Motherboard (Z390 AORUS ELITE),3,"Z390 AORUS ELITE
GA-Z390-AORUS-ELITE",2
300,Motherboard,ASRock Z590 Pro4 ATX LGA1200 Motherboard (Z590 PRO4),2,"Z590 PRO4
90-MXBEJ0-A0UAYZ",4
301,Motherboard,Gigabyte H470M DS3H Micro ATX LGA1200 Motherboard (H470M DS3H),3,H470M DS3H,2
302,Motherboard,MSI B560M PRO-E Micro ATX LGA1200 Motherboard (B560M PRO-E),1,B560M PRO-E,1
303,Motherboard,ASRock H570M-ITX/ac Mini ITX LGA1200 Motherboard (H570M-ITX/ac),2,"H570M-ITX/ac
90-MXBEU0-A0UAYZ",4
304,Motherboard,MSI B450I GAMING PLUS MAX WIFI Mini ITX AM4 Motherboard (B450I GAMING PLUS MAX WIFI),1,"B450I GAMING PLUS MAX WIFI
B450IGPMAXWI
7A40-017R",1
305,Motherboard,MSI MEG Z590I UNIFY Mini ITX LGA1200 Motherboard (MEG Z590I UNIFY),1,"MEG Z590I UNIFY
Z590IUNIFY
7D05-001R",1
306,Motherboard,Asus TUF GAMING H570-PRO WIFI ATX LGA1200 Motherboard (TUF GAMING H570-PRO WIFI),0,"TUF GAMING H570-PRO WIFI
90MB16L0-M0EAY0",2
307,Motherboard,Gigabyte B450 Gaming X ATX AM4 Motherboard (B450 Gaming X),3,"B450 Gaming X
GA-B450-GAMINGX",8
308,Motherboard,Gigabyte GA-A320M-H Micro ATX AM4 Motherboard (GA-A320M-H),3,"GA-A320M-H
GAA32MH-00-G11",1
309,Motherboard,Gigabyte X570 UD ATX AM4 Motherboard (X570 UD),3,"X570 UD
GA-X570-UD",2
310,Motherboard,ASRock X570 Steel Legend WiFi ax ATX AM4 Motherboard (X570 Steel Legend WiFi ax),2,X570 Steel Legend WiFi ax,2
311,Motherboard,Gigabyte A520M AORUS ELITE Micro ATX AM4 Motherboard (A520M AORUS ELITE),3,"A520M AORUS ELITE
GA-A520M-AORUS-ELITE",10
312,Motherboard,ASRock B450M/AC Micro ATX AM4 Motherboard (B450M/AC),2,B450M/AC,1
313,Motherboard,ASRock B560M Steel Legend Micro ATX LGA1200 Motherboard (B560M Steel Legend),2,"B560M Steel Legend
90-MXBFA0-A0UAYZ",4
314,Motherboard,Asus PRIME A520M-K Micro ATX AM4 Motherboard (PRIME A520M-K),0,"PRIME A520M-K
90MB1500-M0EAY0",2
315,Motherboard,MSI Z370-A PRO ATX LGA1151 Motherboard (Z370-A PRO),1,Z370-A PRO,5
316,Motherboard,Gigabyte Z590 VISION D ATX LGA1200 Motherboard (Z590 VISION D),3,Z590 VISION D,3
317,Motherboard,Asus ROG STRIX Z490-A GAMING ATX LGA1200 Motherboard (ROG STRIX Z490-A GAMING),0,"ROG STRIX Z490-A GAMING
90MB12Y0-M0EAY0",2
318,Motherboard,Asus ROG Crosshair VII Hero (Wi-Fi) ATX AM4 Motherboard (Crosshair VII Hero (Wi-Fi)),0,"Crosshair VII Hero (Wi-Fi)
ROG Crosshair VII Hero (Wi-Fi)",1
319,Motherboard,ASRock X570 Phantom Gaming X ATX AM4 Motherboard (X570 Phantom Gaming X),2,"X570 Phantom Gaming X
90-MXBAN0-A0UAYZ
90-MXBAN3-A0UAYZ",2
320,Motherboard,Asus Z170-A ATX LGA1151 Motherboard (Z170-A),0,"Z170-A
90MB0LS0-M0EAY0",3
321,Motherboard,MSI MAG A520M VECTOR WIFI Micro ATX AM4 Motherboard (MAG A520M VECTOR WIFI),1,"MAG A520M VECTOR WIFI
7D14-008R",1
322,Motherboard,Gigabyte Z590 AORUS ULTRA ATX LGA1200 Motherboard (Z590 AORUS ULTRA),3,"Z590 AORUS ULTRA
GA-Z590-AORUS-ULTRA",1
323,Motherboard,Asus ROG Strix B450-I Gaming Mini ITX AM4 Motherboard (Strix B450-I Gaming),0,"Strix B450-I Gaming
ROG Strix B450-I Gaming
90MB0Z50-M0EAY0",2
324,Motherboard,Asus STRIX Z270-E GAMING ATX LGA1151 Motherboard (STRIX Z270-E GAMING),0,"STRIX Z270-E GAMING
ROG STRIX Z270E GAMING
90MB0RN0-M0EAY0",2
325,Motherboard,ASRock X399M Taichi Micro ATX sTR4 Motherboard (X399M Taichi),2,"X399M Taichi
90-MXB7B0-A0UAYZ",1
326,Motherboard,Asus TUF GAMING B550M-ZAKU (WI-FI) Micro ATX AM4 Motherboard (TUF GAMING B550M-ZAKU (WI-FI)),0,"TUF GAMING B550M-ZAKU (WI-FI)
90MB15P0-M0AAY0",8
327,Motherboard,Asus TUF B450-PLUS GAMING ATX AM4 Motherboard (B450-PLUS GAMING),0,"B450-PLUS GAMING
TUF B450-PLUS GAMING
90MB0YM0-M0EAY0",0
328,Motherboard,Asus ROG STRIX X470-F Gaming ATX AM4 Motherboard (Strix X470-F Gaming),0,"Strix X470-F Gaming
ROG Strix X470-F Gaming
90MB0XH0-M0EAY0",1
329,Motherboard,Asus Prime X299-A II ATX LGA2066 Motherboard (X299-A II),0,X299-A II,4
330,Motherboard,Asus ROG Crosshair VII Hero ATX AM4 Motherboard (Crosshair VII Hero),0,"Crosshair VII Hero
ROG Crosshair VII Hero
90MB0XJ0-M0EAY0",1
331,Motherboard,Gigabyte B460 HD3 ATX LGA1200 Motherboard (B460 HD3),3,B460 HD3,2
332,Motherboard,Asus B85M-G Micro ATX LGA1150 Motherboard (B85M-G),0,B85M-G,
333,Motherboard,Asus PRIME Z590-V ATX LGA1200 Motherboard (PRIME Z590-V),0,PRIME Z590-V,4
334,Motherboard,Gigabyte H310M A Micro ATX LGA1151 Motherboard (H310M A),3,H310M A,14
335,Motherboard,Asus Prime Z370-A ATX LGA1151 Motherboard (Prime Z370-A),0,"Prime Z370-A
90MB0V60-M0EAY0",2
336,Motherboard,Gigabyte B550 VISION D ATX AM4 Motherboard (B550 VISION D),3,B550 VISION D,7
337,Motherboard,MSI MEG Z590 ACE ATX LGA1200 Motherboard (MEG Z590 ACE),1,"MEG Z590 ACE
7D04-001R",1
338,Motherboard,ASRock B550 Taichi ATX AM4 Motherboard (B550 Taichi),2,"B550 Taichi
90-MXBD00-A0UAYZ",6
339,Motherboard,MSI Z170A GAMING M5 ATX LGA1151 Motherboard (Z170A GAMING M5),1,"Z170A GAMING M5
7977-001R",8
340,Motherboard,ASRock A320M-ITX Mini ITX AM4 Motherboard (A320M-ITX),2,"A320M-ITX
90-MXB7X0-A0UAYZ",2
