PID,Form Factor,Efficiency Rating,Wattage,Length,Modular,Type,Fanless,ATX Connectors,EPS Connectors,PCIe 12-Pin Connectors,PCIe 8-Pin Connectors,PCIe 6+2-Pin Connectors,PCIe 6-Pin Connectors,SATA Connectors,Molex 4-Pin Connectors,Output,Efficiency
23762,7,,520,170,2,14,N,1,0,0,0,2,2,4,6,"+3.3V@30A, +5V@32A, +12V@35A, -5V@0.3A, -12V@0.8A, +5VSB@2A",> 70%
23763,7,,680,170,2,16,N,0,1,0,2,0,2,6,6,"+3.3V@38A, +5V@40A, +12V1@22A, +12V2@24A, -5V@0.3A, -12V@0.8A, +5VSB@2A",> 70%
23764,7,,600,135,2,17,N,1,0,0,0,0,1,2,6,"+3.3V@34A, +5V@36A, +12V1@18A, +12V2@20A, -5V@0.8A, -12V@0.3A, +5VSB@2.0A",
23765,7,,500,,2,14,N,1,0,0,0,0,1,4,4,"+3.3V@17A, +5V@25A, +12V1@16A, +12V2@18A, -5V@0.5A, -12V@0.8A, +5VSB@3.0A",> 70%
23766,7,,680,170,2,16,N,0,1,0,0,0,4,6,6,"+3.3V@38A, +5V@40A, +12V1@22A, +12V2@24A, -5V@0.3A, -12V@0.8A, +5VSB@2A",> 70%
23767,7,,450,135,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@30A, +5V@35A, +12V1@15A, +12V2@16A, -12V@0.8A, +5VSB@2.0A",
23768,7,,450,135,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@30A, +5V@35A, +12V1@15A, +12V2@16A, -12V@0.8A, +5VSB@2.0A",
23769,7,,350,140,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@20A, +5V@12A, +12V1@10A, +12V2@13A, -12V@0.3A, +5VSB@2.5A",> 65%
23770,7,,400,140,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@20A, +5V@14A, +12V1@14A, +12V2@13A, -12V@0.3A, +5VSB@2.5A",> 65%
23771,7,,485,165,2,17,N,1,0,0,0,0,1,3,4,,
23772,7,,585,,2,17,N,0,1,0,0,0,1,3,3,,
23773,7,,585,,2,17,N,0,1,0,0,0,1,3,3,,
23774,7,,585,165,2,17,N,1,0,0,0,0,0,0,0,,
23775,7,,1080,165,0,16,N,1,1,0,0,2,2,8,6,"+3.3V@24A, +5V@30A, +12V1@22A, +12V2@22A, +12V3@26A, +12V4@26A, -12V@0.5A, +5VSB@3.0A",< 87%
23776,7,,585,,2,17,N,1,0,0,0,0,0,0,0,,
23777,7,,650,165,2,16,N,0,1,0,0,0,2,6,7,,< 84%
23778,7,1,750,165,2,16,N,0,2,0,0,2,2,8,5,"+3.3V@24A, +5V@30A, +12V1@19A, +12V2@19A, +12V3@19A, +12V4@19A, -12V@0.5A, +5VSB@3.0A",84%
23779,7,,450,160,2,17,N,1,0,0,0,0,1,2,6,"+3.3V@30A, +5V@45A, +12V1@17A, +12V2@16A, -12V@1A, +5VSB@2.5A",
23780,7,,700,142,0,17,N,0,1,0,0,0,2,4,8,"+3.3V@28A, +5V@30A, +12V1@16A, +12V2@25A, +12V3@17A, -12V@0.5A, +5VSB@2.5A",84%
23781,7,1,800,,1,17,N,0,2,0,0,2,2,8,4,"+3.3V@26A, +5V@26A, +12V1@32A, +12V2@32A, -12V@0.8A, +5VSB@3A",< 85%
23782,7,,550,,0,17,N,0,1,0,0,0,2,4,6,"+3.3V@28A, +5V@40A, +12V1@20A, +12V2@20A, -12V@1.0A, +5VSB@2.5A",< 80%
23783,7,,650,160,1,16,N,0,1,0,0,0,1,4,4,"+3.3V@24A, +5V@26A, +12V1@16A, +12V2@16A, +12V3@16A, -12V@0.5A, +5VSB@2.5A",
23784,7,,400,142,2,14,N,1,0,0,0,0,0,2,6,"+3.3V@30A, +5V@28A, -5V@1A, +12V1@14A, +12V2@15A, -12V@1A, +5VSB@2.5A",> 65%
23785,7,,600,142,2,17,N,0,1,0,0,0,2,3,6,"+3.3V@30A, +5V@55A, +12V1@19A, +12V2@19A, -12V@1A, +5VSB@2.5A",
23786,7,,450,,2,17,N,1,0,0,0,0,0,0,4,"+3.3V@28A, +5V@40A, +12V@17A, -12V@0.8A, +5VSB@2A",> 68%
23787,7,0,700,160,0,16,N,0,2,0,0,4,0,8,8,"+3.3V@20A, +5V@20A, +12V1@25A, +12V2@25A, +12V3@25A, -12V@0.5A, +5VSB@3.0A",
23788,7,5,920,,0,16,N,0,2,0,0,6,0,12,6,"+3.3V@24A, +5V@24A, +12V1@35A, +12V2@35A, +12V3@35A, +12V4@35A, -12V@0.5A, +5VSB@3.0A",86-93%
23789,7,,500,,2,17,N,0,1,0,0,0,1,4,4,"+3.3V@24A, +5V@15A, +12V1@18A, +12V2@18A, -12V@0.3A, +5VSB@3.0A",
23790,7,0,650,139,2,17,N,0,1,0,0,2,0,7,4,"+3.3V@26A, +5V@26A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.5A, +5VSB@3.5A",87-90%
23791,7,,450,165,2,17,N,1,0,0,0,0,0,3,2,"+3.3V@28A, +5V@34A, +12V@21A, -5V@0.5A, -12V@0.8A, +5VSB@2.0A",< 75%
23792,8,1,300,100,2,15,N,1,0,0,0,0,0,2,2,"+3.3V@21A, +5V @20A, +12V1@14A, +12V2 @16A, -12V @0.5A, +5VSB@2.5A",> 85%
23793,7,,300,,2,17,N,1,0,0,0,0,0,2,6,"+3.3V@28A, +5V@30A, -5V@0.3A, +12V@15A, -12V@0.8A, +5VSB@2A",> 70%
23794,7,4,430,139,2,16,N,0,1,0,0,0,1,4,6,"+3.3V@24A, +5V@24A, +12V@33A, -12V@0.5V, +5Vsb@2.5A",80-85%
23795,7,,500,139,2,16,N,0,1,0,0,0,1,4,4,"+3.3V@18A, +5V@18A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.0A",> 72%
23796,7,,350,140,2,14,N,1,0,0,0,0,0,2,6,"+3.3V@20A, +5V@12A, +12V1@10A, +12V2@13A, -12V@0.3A, +5VSB@2.5A",
23797,7,4,1000,150,2,16,N,1,1,0,0,2,4,6,6,"+3.3V@28A,+5V@30A,+12V@80A,-12V@0.5A,+5VSB@4.0A",> 80%
23798,7,,850,150,2,16,N,1,1,0,2,0,4,6,6,"+3.3V@28A, +5V@30A, +12V@70A, -12V@0.5A, +5VSB@4.0A",> 80%
23799,7,0,750,160,0,16,N,0,2,0,0,2,2,8,6,"+5V@25A, +3.3V@22A, +12V@62A, -12V@0.3A, +5VSB@3.5A",90%
23800,7,,680,160,0,17,N,0,1,0,0,2,0,6,6,"+3.3V@25A, +5V@25A, +12V1@28A, +12V2@28A, -12V@0.3A, +5VSB@2.5A",78%
23801,7,4,750,160,2,17,N,0,1,0,0,4,0,6,6,"+3.3V@25A, +5V@25A, +12V1@30A, +12V2@30A, -12V@0.3A, +5VSB@2.5A",80%
23802,7,,680,,2,17,N,1,0,0,0,0,1,4,6,"+3.3V@30A, +5V@28A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.5A",
23803,7,,680,,2,17,N,1,0,0,0,0,1,0,0,"+3.3V@30A, +5V@28A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.5A",
23804,7,,580,140,2,17,N,1,0,0,0,0,0,2,4,"+3.3V@30A, +5V@36A, +12V@25A, -12V@0.8A, +5VSB@2.0A",
23805,7,2,850,180,1,16,N,0,1,0,0,5,0,12,6,"+3.3V@20A, +5V@20A, +12V@70A, -12V@0.5A, +5VSB@2.5A",89-92%
23806,7,2,650,170,1,16,N,0,1,0,0,2,2,8,5,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.5A, +5VSB@2.5A",89-92%
23807,7,0,500,140,2,16,N,0,1,0,0,2,0,6,4,,87-92% efficiency @ 20-100% load
23808,7,,500,,2,17,N,0,1,0,0,0,2,4,4,"+3.3V@20A, +5V@20A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.5A",< 80%
23809,7,0,730,160,1,16,N,0,1,0,0,4,0,8,4,,87-93% efficiency @ 20-100% load
23810,7,2,750,175,1,16,N,0,2,0,0,4,0,12,8,"+3.3V@24A, +5V@24A, +12V1@25A, +12V2@25A, +12V3@25A, +12V4@25A, -12V@0.5A, +5VSB@3A",89-94%
23811,8,4,350,130,2,15,N,1,0,0,0,0,0,2,4,"+3.3V@20A, +5V@20A, +12V1@18A, +12V2@18A, -12V@0.8A, +5VSB@2.0A",> 80%
23812,7,0,1250,,0,16,N,0,1,0,0,6,0,12,9,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, +12V5@20A, +12V6@20A, -12V@0.6A, +5VSB@3.0A",
23813,7,1,700,,1,14,N,0,1,0,0,0,2,6,4,"+3.3V@25A, +5V@25A, +12V1@25A, +12V2@25A, -12V@0.3A, +5VSB@2.5A",< 85%
23814,7,0,1200,,0,16,N,0,2,0,0,8,0,12,6,"+3.3V@25A, +5V@25A, +12V1@30A, +12V2@30A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@6.0A",> 90%
23815,7,,650,158,2,16,N,1,0,0,0,0,2,2,6,"+3.3V@30A,+5V@54A,+12V1@20A,+12V2@20A,-12V@0.8A,-5@0.5A,+5VSB@3A",
23816,7,1,700,165,1,16,N,0,1,0,0,1,1,5,5,"+5V@25A, +3.3V@25A, +12V@59A, -12V@0.8A, +5VSB@3A",85%
23817,7,,400,,2,17,N,1,0,0,0,0,1,2,4,"+3.3V@20A,+5V@16A,+12V1@14A,+12V2@13A,-12V@0.8A,+5VSB@2.5A",> 70%
23818,7,0,850,174,1,16,N,0,1,0,0,4,0,9,9,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@18A, +12V5@18A, -12V@0.5A, +5VSB@3A",
23819,7,0,750,174,0,16,N,0,1,0,0,4,0,9,9,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@18A, -12V@0.5A, +5VSB@3A",
23820,7,4,400,139,2,17,N,0,1,0,0,0,1,4,3,"+3.3V@24A, +5V@15A, +12V1@20A, +12V2@20A, -12V@0.3A, +5VSB@2.5A",< 85%
23821,7,1,550,140,2,17,N,0,1,0,0,1,1,5,4,"+3.3V@25A, +5V@25A, +12V@45A, -12V@0.8A, +5VSB@3.0A",< 88%
23822,7,,550,165,0,17,N,0,1,0,0,0,2,4,6,"+3.3V@28A, +5V@40A, +12V1@20A, +12V2@20A, <br/>-5V@0.8A, -12V@1A, +5VSB@2.5A",< 8%0
23823,7,,950,175,2,16,N,1,1,0,0,2,3,8,6,"+3.3V@28A, +5V@28A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, +12V5@20A, +12V6@20A, -12V@0.8A, +5VSB@6.5A",< 80%
23824,7,,450,140,2,17,N,1,0,0,0,0,0,2,6,"+3.3V@28A,+5V@35A,+12V1@15A,+12V2@16A,-12V@0.8A,-5V@0.5A,+5VSB@2.5A",< 80%
23825,7,,400,139,2,17,N,1,0,0,0,0,1,2,5,"+3.3V@20A, +5V@14A, +12V1@18A, +12V2@18A, -12V@0.3A, +5VSB@2.5A",> 70%
23826,7,,400,140,2,17,N,1,0,0,0,0,0,2,4,"+3.3@28A,+5V@35A,+12V1@15A,+12V2@16A,-12V@0.8A,-5@0.5A,+5VSB@2.5A",< 80%
23827,7,0,850,180,2,16,N,0,2,0,0,8,0,10,6,"25A @ +3.3V DC, 25A @ +5V DC, 70A @ +12V DC, 0.8A @ -12V DC, 3.0A @ +5Vsb DC Standby",> 90%
23828,7,,350,,2,14,N,1,0,0,0,0,0,2,5,,
23829,7,,750,175,2,16,N,1,1,0,0,2,2,8,6,"+3.3V@24A,+5V@30A,+12V1@20A,+12V2@20A,+12V3@20A,+12V4@20A,-12V@0.8A,+5VSB@3.0A",
23830,7,4,400,,2,17,N,0,1,0,0,0,1,3,4,"+3.3V@24A, +5V@34A, +12V@24A, -12V@0.5A, +5VSB@2.5A",> 80%
23831,7,4,400,,2,17,N,0,1,0,0,0,1,2,4,"+3.3V@24A, +5V@34A, +12V@24A, -12V@0.5A, +5VSB@2.5A",> 80%
23832,7,,610,145,2,17,N,1,0,0,0,0,2,2,5,,> 70%
23833,7,5,600,139,2,16,N,1,0,0,0,1,1,6,0,"+3.3V@24A, +5V@24A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.5A, +5VSB@1.25A",85-88%
23834,7,,400,140,2,14,N,0,1,0,0,0,2,4,3,,> 80%
23835,7,,500,160,2,17,N,0,1,0,0,0,1,4,4,"+3.3V@21A,+5V@22A,+12V1@17A,+12V2@17A,<br/>+12V3@12A, -12V@0.5A,+5VSB@2.5A",
23836,7,,1000,142,2,16,N,0,1,0,0,2,2,4,8,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@25A, +12V4@25A, -12V@0.8A, +5VSB@6.0A",
23837,7,0,1200,180,0,16,N,0,2,0,0,4,4,16,6,"+3.3V@25A, +5V@25A, +12V@100A, -12V@0.3A, +5VSB@3.5A",87-90%
23838,7,,550,,2,17,N,1,0,0,0,0,1,2,6,"+3.3V@30A,+5V@38A,+12@25A,-12V@0.8A,-5@0.5A,+5VSB@2A",
23839,7,,1050,139,2,16,N,1,1,0,0,2,3,8,6,"+3.3V@28A,+5V@28A,+12V1@20A,+12V2@20A,+12V3@20A,+12V4@20A,<br/>+12V5@20A,+12V6@20A,-12V@0.8A, +5VSB@6.5A",< 80%
23840,7,0,550,160,1,14,N,0,1,0,0,2,0,8,4,,
23841,7,,600,139,2,16,N,0,1,0,0,1,1,6,5,"+3.3V@18A, +5V@18A, +12V1@25A, +12V2@25A, -12V@0.3A, +5VSB@2.0A",> 72%
23842,7,0,650,160,0,14,N,0,2,0,0,4,0,10,4,,
23843,7,4,600,160,2,14,N,1,0,0,0,1,1,5,4,"+3.3V@24A, +5V@15A, +12V1@30A, +12V2@22A, -12V@0.3A, +5VSB@3A",> 80%
23844,7,,600,160,2,17,N,1,0,0,0,0,1,3,3,"+3.3V@24A, +5V@24A, +12V1@18A, +12V2@18A, +12V3@15A, -12V@0.5A, +5VSB@2.5A",
23845,7,,650,,2,17,N,1,1,0,0,2,0,4,5,,< 78%
23846,7,,550,,2,16,N,0,1,0,0,2,2,,,"+3.3V@15A, +5V@20/26A, +12V1@16A, +12V2@16A, -12V@0.8A, +5VSB@2.5A",
23847,7,,350,139,2,14,N,1,0,0,0,0,0,1,4,"+3.3V@20A, +5V@30A, +12V@15A, -5V@0.5A, -12V@1A, +5VSB@2A",
23848,7,1,800,180,0,17,N,0,2,0,0,3,3,10,6,"+3.3V@30A, +5V@30A, +12V@64A, -12V@0.5A, +5VSB@3A",
23849,7,,450,140,2,14,N,1,0,0,0,0,0,2,4,"+3.3V@17A, +5V@25A, +12V1@14A, +12V2@14A, -12V@1.0A, -5V@0.5A, +5VSB@3.0A",
23850,7,,850,,2,14,N,0,1,0,0,0,4,8,8,"+3.3V@25A, +5V@30A, +12V1@35A, +12V2@35A, -12V@0.5A, +5VSB@3.0A",80%
23851,7,4,600,,0,17,N,1,0,0,0,0,2,4,7,"+3.3V@30A, +5V@28A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",85%
23852,7,,1080,,2,16,N,0,1,0,3,0,3,8,8,"+3.3V@28A, +5V@30A, +12V@85A, -12V@0.5A, +5VSB@4.0A",> 80%
23853,7,,350,150,2,17,N,1,0,0,0,0,0,2,4,,
23854,7,1,530,140,2,17,N,0,1,0,0,0,2,5,3,"+3.3V@24A, +5V@24A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, -12V@0.5A, +5VSB@2.5A",
23855,7,,400,140,2,17,N,1,0,0,0,0,1,4,4,"+3.3V@28A, +5V@30A, +12V1@14A, +12V2@15A, +5VSB@2.5A",
23856,7,1,530,139,2,16,N,0,1,0,0,0,2,5,3,"+3.3V@24A, +5V@24A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@20A, -12V@0.5A, +5VSB@2.5A",
23857,7,1,1000,,0,16,N,1,1,0,0,2,2,6,8,"+3.3V@24A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@20A, +12V4@35A, +12V5@35A, +12V6@20A, -12V@0.5A, +5VSB@5A",85%
23858,7,,500,,2,14,N,1,0,0,0,0,2,2,6,"+3.3V@30A, +5V@28A, -5V@0.5A, +12V1@16A, +12V2@17A, -12V@0.3A, +5VSB@2.0A",> 70%
23859,7,,500,139,2,17,N,1,0,0,0,0,1,0,0,,
23860,7,,550,155,2,17,N,1,0,0,0,0,2,6,6,"+3.3V@30A, +5V@50A, +12V1@18A, +12V2@18A, -12V@1A, +5VSB@2.5A",
23861,7,4,1200,218,2,16,N,0,1,0,0,2,4,9,9,"+3.3V@30A, +5V@30A, +12V1@20A, +12V2@20A, +12V3@25A, +12V4@25A, -12V@0.8A, +5VSB@6.0A",< 87%
23862,7,2,850,180,1,14,N,0,1,0,0,4,0,8,5,"+3.3V@20A, +5V@20A, +12V@70A, -12V@0.5A, +5VSB@2.5A",>92% under 50% loading
23863,7,,700,142,1,16,N,0,1,0,0,0,2,4,4,"+3.3V@28A, +5V@28A, +12V1@18A, +12V2@16A, +12V3@16A, -12V@0.5A, +5VSB@3.0A",
23864,7,,950,142,1,16,N,0,1,0,0,2,2,6,6,"+3.3V@24A, +5V@30A, +12V1@16A, +12V2@16A, +12V3@16A, +12V4@16A, +12V5@12A, -12V@0.5A, +5VSB@3A",
23865,7,4,550,,0,17,N,1,0,0,0,0,2,4,7,"+3.3V@30A, +5V@28A, +12V1@18A, +12V2@18A, +12V3@16A, -12V@0.8A, +5VSB@3.0A",85%
23866,7,,460,,2,14,N,1,0,0,0,0,1,4,6,"+3.3V@25A, +5V@22A, +12V1@18A, +12V2@16A, -12V@0.5A, +5VSB@3.0A",80%
23867,7,4,650,,0,17,N,1,0,0,0,0,2,4,6,"+3.3V@30A, +5V@28A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",85%
23868,7,0,1200,175,1,16,N,0,2,0,0,8,0,12,8,,< 90%
23869,7,1,1000,160,1,14,N,0,2,0,0,0,0,8,4,,
23870,7,2,650,165,2,16,N,0,1,0,0,4,0,8,5,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.5A, +5VSB@2.5A",89-92%
23871,7,,500,,2,14,N,1,0,0,0,0,2,4,6,"+3.3V@30A, +5V@30A, +12V1@18A, +12V2@18A, -12V@0.5A, +5VSB@3.0A",80%
23872,7,1,850,,1,16,N,0,2,0,0,4,0,10,5,"+3.3V@25A, +12V@70A, +5V@25A, -12V@0.5A, +5VSB@3A",
23873,7,4,750,165,0,16,N,0,1,0,0,2,2,8,6,,> 87%
23874,7,4,750,180,2,16,N,1,1,0,0,2,2,6,8,"+3.3V@24A,+5V@30A,+12V@60A,-12V@0.8A,+5VSB@3A",83%
23875,7,1,1000,180,1,16,N,0,2,0,0,3,3,8,8,,> 87%
23876,7,0,1000,180,0,16,N,0,2,0,0,3,3,10,9,"+3.3V@24A, +5V@24A, +12V@83A, -12V@0.5A, +5VSB@3.0A",< 90%
23877,7,0,850,180,0,16,N,0,1,0,0,3,3,10,9,"+3.3V@24A, +5V@24A, +12V@70A, -12V@0.5A, +5VSB@3.0A",< 90%
23878,7,,730,162,2,17,N,0,1,0,0,2,2,6,6,"+3.3V@24A, +5V@30A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@20A, -12V@0.5A, +5VSB@2.5A",> 72%
23879,7,0,700,180,0,16,N,0,1,0,0,2,2,10,9,"+3.3V@24A, +5V@24A, +12V@58A, -12V@0.5A, +5VSB@3.0A",< 90%
23880,7,,850,163,2,14,N,0,1,0,0,4,0,6,5,,
23881,7,,650,163,2,14,N,0,1,0,0,2,0,4,4,,
23882,7,,750,163,2,14,N,0,1,0,0,2,0,6,4,,
23883,7,,850,163,1,14,N,0,1,0,0,4,0,8,5,,
23884,7,,1000,,2,14,N,0,1,0,0,0,4,8,8,"+3.3V@25A, +5V@30A, +12V1@35A, +12V2@35A, -12V@0.5A, +5VSB@3.0A",80%
23885,7,1,850,170,2,16,N,0,1,0,0,2,2,11,7,"+3.3V@25A, +5V@25A, +12V1@70A, -12V@0.5A, +5VSB@3.0A",< 85%
23886,7,1,750,170,2,16,N,0,1,0,0,2,2,8,7,"+3.3V@25A, +5V@25A, +12V1@62A, -12V@0.5A, +5VSB@3.0A",< 85%
23887,7,1,650,170,2,16,N,0,1,0,0,2,2,8,7,"+3.3V@25A, +5V@25A, +12V1@53A, -12V@0.5A, +5VSB@3.0A",< 85%
23888,7,1,550,140,2,16,N,0,1,0,0,2,0,8,5,"+3.3V@24A, +5V@22A, +12V@42A, -12V@0.5A, +5VSB@3.0A",
23889,7,1,750,140,2,16,N,0,1,0,0,4,0,12,5,"+3.3V@30A, +5V@30A, +12V@60A, -12V@0.5A, +5VSB@3.5A",
23890,7,0,750,160,0,14,N,0,3,0,0,4,0,14,4,,
23891,7,0,850,160,0,14,N,0,3,0,0,4,0,14,4,,
23892,7,0,750,160,0,14,N,0,3,0,0,4,0,14,4,,
23893,7,0,850,160,0,14,N,0,3,0,0,4,0,14,4,,
23894,7,0,850,180,1,14,N,0,2,0,0,8,0,10,6,"+3.3V@25A, +5V@25A, +12V@70A, -12V@0.8A, +5VSB@3.0A","87% minimum, typical up to 90%"
23895,7,0,850,180,1,16,N,0,2,0,0,2,2,8,6,"+3.3V@22A, +5V@25A, +12V@62A, -12V@0.3A, +5VSB@3.5A",88-91%
23896,7,,450,140,2,17,N,1,0,0,0,0,1,2,6,"+3.3V@30A, +5V@28A, +12V1@14A, +12V2@13A, -12V@0.5A, +5VSB@2A",> 70%
23897,7,,400,140,2,17,N,1,0,0,0,0,1,2,6,"+3.3V@22A, +5V@21A, +12V1@18A, +12V2@16A, -12V@0.3A, +5VSB@2A",> 70%
23898,7,0,500,165,2,16,N,0,1,0,0,2,0,6,3,"+3.3V@20A, +5V@20A, +12V1@41A, -12V@0.5A, +5VSB@2.5A",
23899,7,,550,140,2,14,N,1,0,0,0,0,0,4,2,"+3.3V@32A, +5V@40A, +12V@24A, -12V@1.0A, +5VSB@2.0A",
23900,7,,680,,2,17,N,1,1,0,0,1,1,6,3,"+3.3V@40A, +5V@45A, +12V1@25A, +12V2@30A, -12V@1A, +5VSB@2A",
23901,7,0,1000,180,0,16,N,0,2,0,0,4,0,8,6,,
23902,7,0,1200,180,0,16,N,0,2,0,0,4,4,16,6,,
23903,7,,600,160,2,17,N,0,1,0,0,1,1,,,"+3.3V@18A, +5V@28A, +12V1@13A, +12V2@16A, -12V@0.1A, +5VSB@2.0A",
23904,7,,550,,2,17,N,0,1,0,0,1,1,1,4,"+3.3V@18A, +5V@28A, +12V1@18A, +12V2@18A, -12V@0.3A, +5VSB@2.0A",
23905,7,4,850,,0,16,N,0,1,0,0,0,4,8,8,"+3.3V@30A, +5V@30A, +12V1@18A, +12V2@18A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@3.0A",80%
23906,7,,1200,231,2,16,N,1,2,0,0,3,3,8,8,"+3.3V@24A,+5V@30A,+12V@90A, -12V@0.8A,+5VSB@4.0A",83%
23907,7,0,650,180,0,16,N,0,2,0,0,4,0,8,8,,87-92% efficiency @ 20-100% load
23908,7,4,850,,0,16,N,0,2,0,0,2,3,6,8,"+3.3V@30A,+5V@30A,+12V1@24A,+12V2@24A,+12V3@24A,+12V4@24A,+12V5@24A,-12V@0.6A,+5VSB@6A",83%
23909,7,,580,140,2,17,N,1,0,0,0,0,0,2,4,"+3.3V@30A, +5V@36A, +12V@25A, -12V@0.8A, +5VSB@2.0A",
23910,7,1,450,139,2,16,N,0,1,0,0,1,1,6,6,"+3.3V@20A, +5V@20A, +12V@34A, -12V@0.5A, +5VSB@2.5A",> 85%
23911,7,1,650,175,0,16,N,0,1,0,0,4,0,8,4,+3.3V@25A<br/>+5V@25A<br/>+12V1@54A<br/>-12V@0.30A<br/>+5Vsb@ 3.00A,"Efficiency (%) at 230V, 20% load: 88<br/>Efficiency (%) at 230V, 50% load: 89<br/>Efficiency (%) at 230V,100% load: 86"
23912,7,0,850,160,1,14,N,0,2,0,0,4,0,9,6,,
23913,7,1,650,,0,14,N,0,2,0,0,2,2,8,8,+3.3V@24.0A ; +5V@15.0A ; +12V@44.0A ; -12V@0.3A ; +5Vsb@2.5A,80%
23914,7,1,750,,0,14,N,0,2,0,0,2,2,8,8,+3.3V@24.0A ; +5V@20.0A ; +12V@56.0A ; -12V@0.3A ; +5Vsb@2.5A,80%
23915,7,1,650,170,2,16,N,0,1,0,0,4,0,8,7,"+3.3V@25A, +5V@25A, +12V@53A, -12V@0.5A, +5VSB@3.0A",> 85%
23916,7,,500,140,2,14,N,1,0,0,0,0,0,2,2,,
23917,7,4,600,139,2,16,N,1,1,0,0,1,1,0,0,"+3.3V@36A, +5V@30A, +12V1@18A, +12V2@18A, +12V3@18A, +12V4@18A, -12V@0.8A, +5VSB@3.0A",> 85%
23918,7,0,1000,160,1,14,N,0,1,0,0,6,0,9,6,,
23919,7,1,1200,180,1,16,N,0,1,0,0,3,3,0,0,,
23920,7,2,550,170,1,16,N,0,1,0,0,2,0,6,5,"+3.3V@20A,+5V@20A,+12V@45.5A,-12V@0.5A,+5VSB@2.5A",> 89%
23921,7,,660,165,0,16,N,0,1,0,0,1,1,6,6,,< 78%
23922,7,,900,180,2,14,N,0,1,0,0,2,2,8,7,,
23923,7,0,600,160,2,16,N,0,1,0,0,2,0,7,4,"+3.3V@21A, +5V@15A, +12V@48A, -12V@0.3A, +5Vsb@2.5A",
23924,7,2,650,170,0,14,N,0,2,0,0,4,0,12,3,,
23925,7,0,1000,160,2,14,N,0,1,0,0,2,0,7,4,,
23926,7,0,1000,160,1,16,N,0,2,0,0,6,0,12,6,"+3.3V@25A, +5V@25A, +12V@83A, -12V@0.8A, +5VSB@6.0A",87%
23927,7,1,750,165,0,16,N,0,2,0,0,4,0,8,8,"+3.3V@24A, +5V@30A, +12V1@32A, +12V2@32A, +12V3@32A, +12V4@32A, -12V@0.5A, +5VSB@3.0A",< 85%
23928,7,0,1200,160,1,16,N,0,2,0,0,6,0,12,6,"+3.3V@25A, +5V@25A, +12V@100A, -12V@0.8A, +5VSB@6.0A",87%
23929,7,,480,,2,17,N,1,0,0,0,0,0,2,4,,
23930,7,,480,152,2,17,N,1,0,0,0,0,0,3,3,"+3.3V@28A, +5V@36A, +12V@16A, -12V@0.8A, -5V@0.5A, +5VSB@2A",
23931,7,,480,,2,17,N,1,0,0,0,0,0,2,3,"+3.3V@28A, +5V@36A, +12V@16A, -12V@0.8A, +5VSB@2.0A",
23932,7,,575,,2,17,N,1,1,0,0,0,2,4,4,"+3.3V@38A, +5V@40A, +12V@25A, -12V@0.8A, +5VSB@2.0A",
23933,7,,500,,2,17,N,0,1,0,0,1,1,6,6,"+3.3V@16A, +5V1@20A, +12V1@14A, +12V2@14A, -12V@0.3A, +5VSB@2A",
23934,7,0,1000,176,2,17,N,0,1,0,0,6,0,12,4,"+3.3V@30A, +5V@30A, +12V1@19A, +12V2@19A, +12V3@19A, +12V4@19A, -12V@1.0A, +5VSB@3.0A",
23935,7,,500,,0,17,N,0,1,0,0,1,1,6,6,"+3.3V@16A, +5V1@20A, +12V1@14A, +12V2@14A, -12V@0.3A, +5VSB@2A",
23936,7,0,750,180,0,16,N,0,1,0,0,4,0,8,8,,87-92%
23937,7,0,1000,175,0,16,N,0,2,0,0,6,0,12,8,"+3.3V@24A, +5V@24A, +12V1@30A, +12V2@30A, +12V3@30A, +12V4@30A, -12V@0.5A, +5VSB@3A",
