PID,Form Factor,Efficiency Rating,Wattage,Length,Modular,Type,Fanless,ATX Connectors,EPS Connectors,PCIe 12-Pin Connectors,PCIe 8-Pin Connectors,PCIe 6+2-Pin Connectors,PCIe 6-Pin Connectors,SATA Connectors,Molex 4-Pin Connectors,Output,Efficiency
23938,7,,550,158,2,16,N,0,1,0,0,0,2,2,6,"+3.3V@30A, +5V@50A, +12V1@20A, +12V2@20A, -5V@0.5A, -12V@0.8A, +5VSB@3A",
23939,7,0,900,,1,16,N,0,2,0,0,6,0,8,8,,
23940,7,0,650,165,2,17,N,0,1,0,0,2,0,6,2,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.5A, +5VSB@2.5A",
23941,7,0,650,165,2,17,N,0,1,0,0,2,0,6,2,"+3.3V@20A, +5V@20A, +12V@54A, -12V@0.5A, +5VSB@2.5A",
23942,7,0,450,140,0,14,N,0,1,0,0,2,0,6,4,"+3.3V@20A, +5V@20A, +12V@37A, -12V@0.3A, +5VSB@2.5A",
23943,7,0,550,140,0,14,N,0,1,0,0,2,0,7,4,"+3.3V@20A, +5V@20A, +12V@45A, -12V@0.3A, +5VSB@2.5A",
23944,7,0,650,180,0,16,N,0,1,0,0,1,1,8,7,"+3.3V@24A, +5V@22A, +12V@54A, -12V@0.5A, +5VSB@3.0A",> 90%
23945,7,0,750,180,0,16,N,0,2,0,0,2,2,8,7,"+3.3V@24A, +5V@24A, +12V@62A, -12V@0.5A, +5VSB@3.0A",> 90%
23946,7,0,850,180,0,16,N,0,2,0,0,3,3,10,9,"+3.3V@24A, +5V@24A, +12V@70A, -12V@0.5A, +5VSB@3.0A",> 90%
23947,7,,630,156,2,17,N,1,0,0,0,0,1,4,2,"+3.3V@30A, +5V@41A, +12V1@17A, +12V2@18A, -12V@0.8A, +5VSB@2.0A",
23948,7,0,850,,0,16,N,0,2,0,0,4,0,12,6,"+3.3V@25A, +5V@25A, +12V1@30A, +12V2@30A, +12V3@30A, +12V4@30A, -12V@0.8A, +5VSB@6.0A",> 90%
23949,7,0,650,,0,16,N,0,2,0,0,4,0,12,6,"+3.3V@25A, +5V@25A, +12V1@30A, +12V2@30A, -12V@0.5A, +5VSB@4.0A",> 90%
23950,12,1,300,,2,21,N,1,0,0,0,0,0,3,3,"+3.3V@21A, +5V@15A, +12V1@13A, +12V2@13A, -12V@0.3A, +5VSB@2.0A",> 82%
23951,8,,300,101,2,15,N,1,0,0,0,0,0,2,3,"+3.3V@20A, +5V@18A, +12V1@8A, +12V2@16A, -12V@0.5A, +5VSB@2.0A",> 70%
23952,7,,850,165,2,16,N,1,1,0,0,2,0,6,3,"+3.3@24A,+5V@32A,+12V1@18A,+12V2@16,+12V3@20A,+ 12V4@20A,-12V@0.5A,+5VSB@2.2A",< 85%
23953,7,,500,140,2,14,N,1,0,0,0,1,0,3,4,,
23954,7,1,660,140,2,14,N,0,2,0,0,1,2,6,4,,
23955,7,1,550,160,1,14,N,0,1,0,0,2,0,5,4,"+3.3V@21A, +5V@15A, +12V@45.5A, -12V@0.3A, +5Vsb@2.5A",> 88%
23956,7,2,1200,180,0,14,N,0,2,0,0,8,0,16,4,,
