PID,Capacity,Price / GB,Type,Cache,Form Factor,Interface,NVME,SSD NAND Flash Type,Hybrid SSD Cache,SSD Controller,Power Loss Protection
17810,512,0.195,SSD,512,"2.5""",SATA 6 Gb/s,N,,,,
17811,120,0.325,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17812,16,5.531,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Phison PS3105-S5,
17813,960,0.109,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17814,512,0.103,SSD,,M.2-2280,M.2 (M),Y,,,,
17815,6000,0.023,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17816,512,0.163,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17817,500,0.147,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
17818,4000,0.024,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17819,1000,0.14,SSD,,M.2-2280,M.2 (M),Y,,,,
17820,250,0.996,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
17821,4000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17822,2000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
17823,256,0.508,SSD,,M.2-2280,M.2 (M),Y,,,,
17824,500,0.118,SSD,,M.2-2280,M.2 (M),Y,,,,
17825,512,0.135,SSD,,M.2-2280,M.2 (M),Y,,,,
17826,1000,0.13,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17827,2000,,Hybrid,64,"3.5""",SATA 6 Gb/s,N,,8192 MB,,
17828,2000,0.135,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17829,1600,0.484,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17830,1000,0.18,SSD,,M.2-2280,M.2 (M),Y,,,,
17831,10000,0.026,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17832,512,0.391,SSD,512,M.2-2280,M.2 (M),Y,3D V-NAND,,,
17833,4000,0.175,SSD,,M.2-2280,M.2 (M),Y,,,,
17834,512,0.234,SSD,512,M.2-2280,M.2 (M),Y,,,,
17835,500,0.26,SSD,,M.2-2280,M.2 (M),Y,,,,
17836,2000,0.135,SSD,,M.2-2280,M.2 (M),Y,,,,
17837,500,0.086,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
17838,512,0.156,SSD,512,M.2-2280,M.2 (M),Y,,,,
17839,2000,0.054,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17840,256,0.172,SSD,,M.2-2280,M.2 (M),Y,,,,
17841,2000,0.04,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17842,2000,0.025,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17843,128,0.191,SSD,,M.2-2280,M.2 (B+M),N,,,,
17844,1000,0.04,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
17845,12000,0.027,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17846,500,0.059,7200RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
17847,7680,0.122,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17848,2000,0.125,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17849,1500,1.561,SSD,,PCI-E,PCIe x4,Y,,,,
17850,8000,0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17851,2000,0.119,SSD,,M.2-2280,M.2 (M),Y,,,,
17852,14000,,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17853,4000,0.3,SSD,4096,"2.5""",SATA 6 Gb/s,N,,,Samsung MHX,
17854,250,0.14,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
17855,2000,0.272,SSD,,M.2-22110,M.2 (M),Y,,,,
17856,1920,0.104,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17857,120,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
17858,2000,0.036,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
17859,2000,0.09,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17860,10000,0.025,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17861,2000,0.09,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17862,4000,0.137,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17863,250,0.132,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17864,480,0.104,SSD,,M.2-2280,M.2 (B+M),N,,,,
17865,120,0.458,SSD,,M.2-2280,M.2 (B+M),N,,,,
17866,1000,0.25,SSD,,M.2-2280,M.2 (M),Y,,,,
17867,120,0.2,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17868,2000,0.122,SSD,,M.2-2280,M.2 (M),Y,,,,
17869,8000,0.024,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17870,480,0.123,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17871,1000,0.084,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17872,120,,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
17873,256,0.148,SSD,,M.2-2280,M.2 (M),Y,,,,
17874,1000,0.047,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17875,1000,,SSD,1024,M.2-2280,M.2 (M),Y,3D V-NAND TLC,,,
17876,2000,0.031,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17877,256,0.205,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17878,12000,0.022,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17879,4000,0.038,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17880,500,0.098,SSD,,M.2-2280,M.2 (M),Y,,,,
17881,960,0.11,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17882,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17883,1000,0.116,SSD,,M.2-2280,M.2 (M),Y,,,,
17884,2000,0.15,SSD,,M.2-2280,M.2 (M),Y,,,,
17885,1000,0.04,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17886,40,0.475,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
17887,500,,SSD,,M.2-2280,M.2 (B+M),N,,,,
17888,512,0.115,SSD,,M.2-2280,M.2 (M),Y,,,,
17889,256,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
17890,12000,0.025,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17891,8000,0.137,SSD,,M.2-2280,M.2 (M),Y,,,,
17892,2000,0.135,SSD,,M.2-2280,M.2 (M),Y,,,,
17893,500,0.22,SSD,512,M.2-2280,M.2 (M),Y,,,,
17894,3000,0.02,5900RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
17895,1000,0.095,SSD,,M.2-2280,M.2 (M),Y,,,,
17896,500,0.32,SSD,,M.2-2280,M.2 (M),Y,,,,
17897,8000,0.037,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17898,16000,0.026,7200RPM,512,"3.5""",SATA 6 Gb/s,N,,,,
17899,10000,0.028,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17900,4000,0.17,SSD,,M.2-2280,M.2 (M),Y,,,,
17901,1000,0.13,SSD,,M.2-2280,M.2 (B+M),N,,,,
17902,1000,0.13,SSD,,M.2-2280,M.2 (M),Y,,,,
17903,1000,0.107,SSD,,M.2-2280,M.2 (M),Y,,,,
17904,1000,0.045,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
17905,240,0.142,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17906,500,0.146,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17907,12000,0.032,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17908,500,0.055,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
17909,512,0.098,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17910,1000,0.139,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
17911,120,0.527,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17912,250,0.332,SSD,,M.2-2280,M.2 (M),Y,,,,
17913,5000,0.023,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17914,1000,0.095,SSD,,M.2-2280,M.2 (M),Y,,,,
17915,2000,0.157,SSD,,M.2-2280,M.2 (M),Y,,,,
17916,512,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
17917,6000,0.035,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17918,14000,0.026,5400RPM,,"3.5""",SATA 6 Gb/s,N,,,,
17919,320,0.173,7200RPM,8,"3.5""",PATA 100,N,,,,
17920,240,,SSD,,PCI-E,PCIe x4,N,MLC (toggle),,Sandforce SF-2281,
17921,512,0.107,SSD,,M.2-2280,M.2 (M),Y,,,,
17922,1000,0.049,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
17923,500,0.064,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
17924,480,0.112,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17925,480,0.125,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17926,3000,0.025,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17927,2000,0.117,SSD,,M.2-2280,M.2 (M),Y,,,,
17928,256,0.168,SSD,,M.2-2280,M.2 (M),Y,,,,
17929,120,0.401,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17930,256,1.008,SSD,,"2.5""",SATA 6 Gb/s,N,3D V-NAND,,Samsung MEX,
17931,500,0.04,5900RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
17932,512,0.538,SSD,,"2.5""",SATA 6 Gb/s,N,3D V-NAND,,Samsung MEX,
17933,500,0.102,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17934,256,,SSD,512,M.2-2280,M.2 (M),Y,,,,
17935,900,0.222,SSD,24576,M.2-2280,M.2 (M),Y,,,,
17936,1000,0.26,SSD,,M.2-2280,M.2 (M),Y,,,,
17937,4000,0.072,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17938,500,0.18,SSD,,M.2-2280,M.2 (B+M),Y,,,,
17939,512,0.117,SSD,,M.2-2280,M.2 (M),Y,,,,
17940,1000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
17941,6000,0.022,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17942,240,0.145,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17943,1000,0.115,SSD,,M.2-2280,M.2 (M),Y,,,,
17944,128,0.469,SSD,,M.2-2280,M.2 (B+M),N,,,,
17945,8000,0.029,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17946,4000,0.16,SSD,,M.2-2280,M.2 (M),Y,,,,
17947,2000,0.042,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17948,4000,0.12,SSD,,M.2-2280,M.2 (M),Y,,,,
17949,4000,0.137,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17950,1000,0.083,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
17951,256,0.312,SSD,512,M.2-2280,M.2 (M),Y,,,,
17952,250,0.208,SSD,,M.2-2280,M.2 (M),Y,,,,
17953,240,0.482,SSD,,"2.5""",SATA 6 Gb/s,N,Varies,,Sandforce SF-2281,
17954,14000,0.02,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17955,2000,0.125,SSD,,M.2-2280,M.2 (M),Y,,,,
17956,14000,0.021,7200RPM,512,"3.5""",SATA 6 Gb/s,N,,,,
17957,2000,0.145,SSD,,M.2-2280,M.2 (M),Y,,,,
17958,4000,,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17959,256,0.214,SSD,,M.2-2280,M.2 (B+M),N,,,,
17960,2000,0.034,7200RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
17961,460,2.163,SSD,,"3.5""",SATA 3 Gb/s,N,MLC,,Sandforce SF-1222,
17962,4000,0.026,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17963,250,0.214,SSD,,M.2-2280,M.2 (M),Y,,,,
17964,2000,0.13,SSD,,M.2-2280,M.2 (M),Y,,,,
17965,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (asynchronous),,Sandforce SF-2281,
17966,256,0.23,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17967,1000,0.506,SSD,1024,M.2-2280,M.2 (M),Y,3D V-NAND,,,
17968,1000,0.083,SSD,,M.2-2280,M.2 (B+M),N,,,,
17969,4000,0.212,SSD,,M.2-2280,M.2 (M),Y,,,,
17970,2000,0.165,SSD,,M.2-2280,M.2 (M),Y,,,,
17971,6000,0.029,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17972,1000,0.071,5400RPM,16,"2.5""",SATA 6 Gb/s,N,,,,
17973,380,,SSD,,M.2-22110,M.2 (M),Y,,,,
17974,1000,0.12,SSD,,M.2-2280,M.2 (M),Y,,,,
17975,1000,0.043,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17976,250,0.22,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17977,2000,,SSD,,M.2-2280,M.2 (M),Y,,,,
17978,512,0.113,SSD,,M.2-2280,M.2 (M),Y,,,,
17979,1000,,SSD,,PCI-E,PCIe x8,Y,,,,
17980,4000,0.025,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17981,6000,0.023,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17982,500,0.14,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17983,3000,0.036,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17984,256,0.137,SSD,,M.2-2280,M.2 (M),Y,,,,
17985,4000,0.075,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
17986,1000,0.145,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17987,500,,SSD,512,"2.5""",SATA 6 Gb/s,N,,,Samsung MGX,
17988,2000,0.15,SSD,,M.2-2280,M.2 (M),Y,,,,
17989,14000,0.024,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17990,500,0.176,SSD,,M.2-2280,M.2 (M),Y,,,,
17991,256,0.195,SSD,256,M.2-2280,M.2 (M),Y,,,,
17992,120,0.291,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17993,128,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MDX,
17994,2000,0.031,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
17995,16000,0.023,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17996,500,0.112,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
17997,1000,0.17,SSD,,M.2-2280,M.2 (M),Y,,,,
17998,10000,0.039,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
17999,1920,0.141,SSD,,M.2-2280,M.2 (M),Y,,,,
18000,256,0.137,SSD,,M.2-2280,M.2 (M),Y,,,,
18001,3000,0.039,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18002,6000,0.133,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18003,500,0.055,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18004,3000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18005,4000,,SSD,,PCI-E,PCIe x8,Y,,,,
18006,2000,,5400RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18007,2000,0.12,SSD,,M.2-2280,M.2 (M),Y,,,,
18008,2000,0.032,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18009,1000,0.05,5400RPM,8,"2.5""",SATA 6 Gb/s,N,,,,
18010,3000,0.032,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18011,512,0.098,SSD,,M.2-2280,M.2 (M),Y,,,,
18012,512,0.331,SSD,,PCI-E,PCIe x4,Y,,,,
18013,256,0.703,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (toggle),,Samsung MDX,
18014,1000,,Hybrid,64,"3.5""",SATA 6 Gb/s,N,,8192 MB,,
18015,3000,0.016,7200RPM,64,"3.5""",SAS 6 Gb/s,N,,,,
18016,1000,0.052,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18017,250,,7200RPM,16,"3.5""",SATA 6 Gb/s,N,,,,
18018,525,0.629,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18019,2000,0.035,5400RPM,128,"2.5""",SATA 6 Gb/s,N,,,,
18020,2000,0.121,SSD,,M.2-2280,M.2 (M),Y,,,,
18021,1000,0.215,10000RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18022,500,0.296,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18023,1000,0.084,SSD,,M.2-2280,M.2 (M),Y,,,,
18024,960,0.083,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18025,1000,0.1,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18026,4000,0.026,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18027,6000,0.03,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18028,960,0.089,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18029,480,0.112,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18030,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18031,4000,0.05,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18032,1000,0.105,SSD,,M.2-2280,M.2 (M),Y,,,,
18033,8000,0.055,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18034,512,0.156,SSD,,M.2-2242,M.2 (M),Y,TLC (toggle),,,
18035,512,0.098,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18036,250,0.178,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18037,1000,,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18038,512,,SSD,512,M.2-2280,M.2 (M),Y,,,,
18039,1000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18040,8000,0.034,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18041,240,0.142,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18042,500,0.5,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18043,256,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18044,120,0.208,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18045,480,0.096,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18046,500,0.07,7200RPM,32,"2.5""",SATA 6 Gb/s,N,,,,
18047,500,0.07,Hybrid,64,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
18048,960,0.114,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18049,128,0.195,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18050,1000,0.096,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18051,2000,0.099,SSD,,M.2-2280,M.2 (M),Y,,,,
18052,1000,0.18,SSD,,M.2-2280,M.2 (M),Y,,,,
18053,120,0.234,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18054,256,0.387,SSD,,M.2-2280,M.2 (M),Y,,,,
18055,1000,,5400RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18056,2000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18057,2000,0.255,SSD,,M.2-2280,M.2 (M),Y,,,,
18058,1000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18059,8000,0.028,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18060,8000,0.032,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18061,250,0.18,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18062,1000,0.258,SSD,,M.2-2280,M.2 (M),Y,,,,
18063,2000,0.035,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18064,512,0.107,SSD,,M.2-2280,M.2 (M),Y,,,,
18065,960,0.099,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18066,240,0.375,SSD,,M.2-2280,M.2 (M),Y,,,,
18067,256,0.168,SSD,,M.2-2280,M.2 (M),Y,,,,
18068,240,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18069,2000,0.16,SSD,,M.2-2280,M.2 (M),Y,,,,
18070,256,0.156,SSD,,M.2-2280,M.2 (M),Y,,,,
18071,480,0.117,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18072,512,0.282,SSD,,M.2-2280,M.2 (M),Y,,,,
18073,1000,,SSD,,"2.5""",SATA 6 Gb/s,N,TLC (toggle),,Samsung MEX,
18074,2000,0.18,SSD,,M.2-2280,M.2 (M),Y,,,,
18075,6000,0.033,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18076,2000,0.11,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18077,14000,0.027,7200RPM,512,"3.5""",SATA 6 Gb/s,N,,,,
18078,10000,0.023,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18079,2000,0.125,SSD,,M.2-2280,M.2 (M),Y,,,,
18080,256,0.117,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18081,500,0.3,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18082,16,12.572,SSD,,"2.5""",SATA 3 Gb/s,N,,,,
18083,1000,0.36,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18084,4000,0.022,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18085,1000,0.13,SSD,,M.2-2280,M.2 (M),Y,,,,
18086,120,0.34,SSD,,M.2-2280,M.2 (M),Y,,,,
18087,8000,0.206,SSD,,"2.5""",U.2 (SFF-8639),Y,,,,
18088,800,2.312,SSD,,PCI-E,PCIe x4,Y,MLC,,,
18089,6000,0.024,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18090,1000,0.145,SSD,512,M.2-2280,M.2 (M),Y,,,,
18091,1000,0.102,Hybrid,64,"2.5""",SATA 6 Gb/s,N,,8000 MB,,
18092,500,0.14,7200RPM,16,"3.5""",SATA 3 Gb/s,N,,,,
18093,4000,0.035,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18094,512,0.102,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18095,4000,0.034,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18096,1000,0.12,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18097,2000,,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18098,256,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC (synchronous),,Marvell 9189,
18099,1000,0.15,SSD,,M.2-2242,M.2 (M),Y,TLC (toggle),,,
18100,4000,0.052,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18101,1000,0.096,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18102,750,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18103,14000,0.028,7200RPM,512,"3.5""",SATA 6 Gb/s,N,,,,
18104,1000,0.09,7200RPM,32,"3.5""",SATA 3 Gb/s,N,,,,
18105,16000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18106,512,,SSD,,M.2-2280,M.2 (M),Y,,,,
18107,8,,SSD,,M.2-2242,M.2 (B+M),N,MLC (toggle),,Phison,
18108,250,0.156,SSD,,M.2-2280,M.2 (M),Y,,,,
18109,500,0.16,SSD,,M.2-2280,M.2 (M),Y,,,,
18110,2000,0.594,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18111,4000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18112,1000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18113,1000,0.176,SSD,,M.2-2280,M.2 (M),Y,,,,
18114,10000,0.045,5400RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18115,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
18116,120,0.267,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18117,1000,,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18118,960,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18119,1000,,7200RPM,32,"3.5""",SATA 6 Gb/s,N,,,,
18120,1000,0.175,SSD,,M.2-2280,M.2 (M),Y,,,,
18121,4000,0.18,SSD,,M.2-2280,M.2 (M),Y,TLC (toggle),,,
18122,10000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18123,3840,0.859,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18124,128,0.625,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Varies,
18125,128,,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18126,4000,0.117,SSD,,M.2-2280,M.2 (M),Y,,,,
18127,480,0.123,SSD,,M.2-2280,M.2 (M),Y,,,,
18128,8000,0.041,7200RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18129,512,0.117,SSD,,M.2-2280,M.2 (M),Y,,,,
18130,80,,SSD,,"2.5""",SATA 3 Gb/s,N,MLC,,Intel PC29AS21BA0,
18131,2000,,SSD,,PCI-E,PCIe x8,Y,,,,
18132,640,,5400RPM,8,"2.5""",SATA 3 Gb/s,N,,,,
18133,512,,SSD,512,"2.5""",SATA 6 Gb/s,N,,,,
18134,120,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18135,2000,0.022,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18136,1000,0.154,SSD,,M.2-2280,M.2 (M),Y,,,,
18137,2000,0.105,SSD,,M.2-2280,M.2 (M),Y,,,,
18138,400,0.415,SSD,,M.2-22110,M.2 (M),Y,,,,
18139,1000,0.145,SSD,,M.2-2280,M.2 (M),Y,,,,
18140,500,0.13,SSD,,M.2-2280,M.2 (M),Y,,,,
18141,256,0.465,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18142,12000,0.034,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18143,1000,0.09,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18144,960,0.26,SSD,,M.2-2280,M.2 (M),Y,,,,
18145,480,0.114,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18146,240,,SSD,,"2.5""",SATA 6 Gb/s,N,MLC,,Sandforce SF-2281,
18147,1000,0.11,SSD,,M.2-2280,M.2 (M),Y,,,,
18148,1000,0.06,5900RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18149,480,0.289,SSD,,M.2-2280,M.2 (M),Y,,,,
18150,480,0.208,SSD,,M.2-2280,M.2 (B+M),Y,,,,
18151,256,0.391,SSD,,M.2-2280,M.2 (M),Y,,,,
18152,3840,0.288,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18153,3000,0.03,7200RPM,64,"3.5""",SATA 6 Gb/s,N,,,,
18154,2000,,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18155,8000,0.032,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18156,500,0.116,SSD,,M.2-2280,M.2 (M),Y,,,,
18157,320,,7200RPM,16,"2.5""",SATA 3 Gb/s,N,,,,
18158,128,,SSD,,M.2-2280,M.2 (M),Y,,,,
18159,3000,0.05,5400RPM,64,"3.5""",SATA 3 Gb/s,N,,,,
18160,275,,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
18161,960,,SSD,,PCI-E,PCIe x4,Y,,,,
18162,1000,0.1,SSD,,M.2-2280,M.2 (M),Y,,,,
18163,12000,0.026,7200RPM,256,"3.5""",SATA 6 Gb/s,N,,,,
18164,3000,0.027,5400RPM,128,"3.5""",SATA 6 Gb/s,N,,,,
18165,32,1.229,SSD,,"2.5""",SATA 6 Gb/s,N,,,,
